id,course_id,question,answer,topic,category,level,status,evidence_count,evidence_1_video_id,evidence_1_video_url,evidence_1_start_timestamp,evidence_1_end_timestamp,evidence_1_score,evidence_2_video_id,evidence_2_video_url,evidence_2_start_timestamp,evidence_2_end_timestamp,evidence_2_score,evidence_3_video_id,evidence_3_video_url,evidence_3_start_timestamp,evidence_3_end_timestamp,evidence_3_score,evidence_4_video_id,evidence_4_video_url,evidence_4_start_timestamp,evidence_4_end_timestamp,evidence_4_score,evidence_5_video_id,evidence_5_video_url,evidence_5_start_timestamp,evidence_5_end_timestamp,evidence_5_score,evidence_6_video_id,evidence_6_video_url,evidence_6_start_timestamp,evidence_6_end_timestamp,evidence_6_score,evidence_7_video_id,evidence_7_video_url,evidence_7_start_timestamp,evidence_7_end_timestamp,evidence_7_score,evidence_8_video_id,evidence_8_video_url,evidence_8_start_timestamp,evidence_8_end_timestamp,evidence_8_score,note
q073,CS114,Làm thế nào để tính đạo hàm của tham số W1 trong một mô hình học máy?,Đạo hàm của W1 được tính bằng trung bình cộng của các giá trị (w1*x^2 - y) nhân với x^2.,Tính toán đạo hàm trong học máy,mechanism,medium,,3,_nPettH0cXg,https://www.youtube.com/watch?v=_nPettH0cXg,0:11:05,0:12:12,3,d208XcqDgDI,https://www.youtube.com/watch?v=d208XcqDgDI,0:09:44,0:11:27,3,JqHpAp-xdu0,https://www.youtube.com/watch?v=JqHpAp-xdu0,0:06:11,0:07:24,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q074,CS114,Việc giảm số chiều dữ liệu có thể dẫn đến mất mát thông tin quan trọng trong mô hình như thế nào?,"Việc giảm số chiều dữ liệu có thể dẫn đến mất mát rất nhiều dữ liệu quan trọng, ảnh hưởng đến độ chính xác của việc gom cụm.",Giảm chiều dữ liệu,mechanism,medium,,4,-wnlmTs1xvc,https://www.youtube.com/watch?v=-wnlmTs1xvc,0:02:55,0:04:31,3,uyUMxrFwKCE,https://www.youtube.com/watch?v=uyUMxrFwKCE,0:05:29,0:06:28,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:01:05,0:02:05,1,wBAm3lczqXs,https://www.youtube.com/watch?v=wBAm3lczqXs,0:01:03,0:01:50,3,,,,,,,,,,,,,,,,,,,,,
q075,CS114,Các điểm nào được xem là thuộc cùng một cụm trong phân cụm?,Các điểm gần nhau trong không gian và có cùng màu sắc.,Phân cụm,definition,medium,,4,3RrUezdwQ-s,https://www.youtube.com/watch?v=3RrUezdwQ-s,0:02:32,0:03:22,3,9bI07JfvEh8,https://www.youtube.com/watch?v=9bI07JfvEh8,0:08:31,0:09:32,3,-wnlmTs1xvc,https://www.youtube.com/watch?v=-wnlmTs1xvc,0:00:00,0:01:46,1,5vs9uLeRy3Q,https://www.youtube.com/watch?v=5vs9uLeRy3Q,0:03:00,0:04:06,1,,,,,,,,,,,,,,,,,,,,,
q076,CS114,Tại sao hàm kích hoạt phi tuyến lại quan trọng trong các mô hình Deep Learning?,"Hàm kích hoạt phi tuyến giúp đưa tính phi tuyến vào mô hình, cho phép các lớp của mạng thực hiện các phép biến đổi phi tuyến, từ đó giải quyết được những bài toán phức tạp.",Vai trò của hàm kích hoạt trong Deep Learning,mechanism,medium,,4,40kpU65MMoI,https://www.youtube.com/watch?v=40kpU65MMoI,0:08:58,0:10:14,3,6spgb9hK5To,https://www.youtube.com/watch?v=6spgb9hK5To,0:16:15,0:17:29,3,lO0rvNo-49s,https://www.youtube.com/watch?v=lO0rvNo-49s,0:01:30,0:02:42,3,aXB_C9IAyMg,https://www.youtube.com/watch?v=aXB_C9IAyMg,0:03:20,0:04:21,3,,,,,,,,,,,,,,,,,,,,,
q077,CS114,"Trong mô hình hồi quy logistic, các thành phần nào được sử dụng để tính toán đầu ra?","Các thành phần bao gồm W1, W2 và bias.",Hồi quy logistic,mechanism,medium,,7,5MgxCUTD9I4,https://www.youtube.com/watch?v=5MgxCUTD9I4,0:03:20,0:04:06,3,GRB4B1tWnEo,https://www.youtube.com/watch?v=GRB4B1tWnEo,0:00:14,0:01:15,3,6spgb9hK5To,https://www.youtube.com/watch?v=6spgb9hK5To,0:13:55,0:15:16,3,A6vU3I4CK6U,https://www.youtube.com/watch?v=A6vU3I4CK6U,0:01:24,0:02:23,1,7IdTMLLCPxw,https://www.youtube.com/watch?v=7IdTMLLCPxw,0:15:30,0:16:30,3,abEjEZwTp2o,https://www.youtube.com/watch?v=abEjEZwTp2o,0:02:59,0:03:59,2,IReTdn_z-es,https://www.youtube.com/watch?v=IReTdn_z-es,0:01:08,0:02:03,2,,,,,,
q078,CS114,"Khi hai cụm dữ liệu được gộp lại thành một cụm mới, bước tiếp theo cần làm là gì để xác định mối quan hệ của cụm mới với các cụm khác?",Cần tính khoảng cách từ cụm mới đến tất cả các cụm còn lại.,Gộp cụm dữ liệu,mechanism,medium,,1,5vs9uLeRy3Q,https://www.youtube.com/watch?v=5vs9uLeRy3Q,0:05:32,0:06:06,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q079,CS116,"Trong Python, hàm dùng để gom nhiều câu lệnh thành một khối xử lý có thể gọi lại dùng để làm gì?","Hàm dùng để đóng gói một nhóm lệnh thành một khối xử lý có tên, giúp gọi lại nhiều lần và truyền dữ liệu vào thông qua tham số.",Hàm trong Python,definition,easy,,1,CkX4yE2fN1w,https://www.youtube.com/watch?v=CkX4yE2fN1w,0:00:00,0:01:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q080,CS116,Tham số của hàm trong Python giúp gì khi viết chương trình?,"Tham số cho phép truyền dữ liệu từ bên ngoài vào hàm, nhờ đó cùng một hàm có thể xử lý nhiều giá trị khác nhau.",Hàm trong Python,mechanism,easy,,1,CkX4yE2fN1w,https://www.youtube.com/watch?v=CkX4yE2fN1w,0:00:30,0:01:30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q081,CS116,Vì sao nên tách chương trình thành các hàm nhỏ thay vì viết toàn bộ lệnh liên tiếp?,"Tách thành hàm giúp chương trình dễ đọc, dễ tái sử dụng và dễ kiểm tra từng phần logic hơn.",Hàm trong Python,application,medium,,1,CkX4yE2fN1w,https://www.youtube.com/watch?v=CkX4yE2fN1w,0:01:00,0:02:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q082,CS116,Biến trong Python được dùng để làm gì?,"Biến được dùng để lưu trữ giá trị trong chương trình, sau đó có thể dùng lại hoặc thay đổi trong quá trình tính toán.",Biến và kiểu dữ liệu,definition,easy,,3,1a7AxTRLrlQ,https://www.youtube.com/watch?v=1a7AxTRLrlQ,0:00:00,0:01:00,3,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:06:17,0:07:36,3,pWrRBwgKqPQ,https://www.youtube.com/watch?v=pWrRBwgKqPQ,0:06:35,0:07:28,3,,,,,,,,,,,,,,,,,,,,,,,,,,
q083,CS116,Kiểu dữ liệu trong Python cho biết điều gì về một giá trị?,"Kiểu dữ liệu cho biết giá trị thuộc dạng nào, ví dụ số, chuỗi hoặc giá trị logic, từ đó quyết định các phép toán có thể áp dụng.",Biến và kiểu dữ liệu,definition,easy,,4,1a7AxTRLrlQ,https://www.youtube.com/watch?v=1a7AxTRLrlQ,0:01:00,0:02:00,3,B1LCA6nxyCs,https://www.youtube.com/watch?v=B1LCA6nxyCs,0:01:39,0:02:38,3,7bb6IFBgtfw,https://www.youtube.com/watch?v=7bb6IFBgtfw,0:03:14,0:04:04,1,F_EdKKp8Rb4,https://www.youtube.com/watch?v=F_EdKKp8Rb4,0:03:05,0:03:57,1,,,,,,,,,,,,,,,,,,,,,
q084,CS116,Lập trình hướng đối tượng trong Python xoay quanh hai khái niệm chính nào?,"Lập trình hướng đối tượng xoay quanh lớp và đối tượng: lớp mô tả khuôn mẫu, còn đối tượng là thể hiện cụ thể của lớp đó.",Lập trình hướng đối tượng,definition,medium,,4,0ycFt1_Ph58,https://www.youtube.com/watch?v=0ycFt1_Ph58,0:00:00,0:01:20,3,Khz_kSZ-91M,https://www.youtube.com/watch?v=Khz_kSZ-91M,0:01:37,0:02:43,3,1a7AxTRLrlQ,https://www.youtube.com/watch?v=1a7AxTRLrlQ,0:05:17,0:07:10,1,ANx3DPwHEGI,https://www.youtube.com/watch?v=ANx3DPwHEGI,0:00:14,0:00:59,1,,,,,,,,,,,,,,,,,,,,,
q085,CS116,"Trong lập trình hướng đối tượng, lớp khác đối tượng ở điểm nào?","Lớp là bản thiết kế mô tả thuộc tính và hành vi, còn đối tượng là một thực thể được tạo ra từ lớp đó.",Lập trình hướng đối tượng,comparison,medium,,2,0ycFt1_Ph58,https://www.youtube.com/watch?v=0ycFt1_Ph58,0:00:40,0:01:50,3,Khz_kSZ-91M,https://www.youtube.com/watch?v=Khz_kSZ-91M,0:03:48,0:05:01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q086,CS116,Vì sao lập trình hướng đối tượng hữu ích khi chương trình có nhiều thực thể cùng kiểu?,"Vì có thể định nghĩa một lớp chung rồi tạo nhiều đối tượng từ lớp đó, giúp tránh lặp code và quản lý dữ liệu/hành vi nhất quán.",Lập trình hướng đối tượng,application,medium,,1,0ycFt1_Ph58,https://www.youtube.com/watch?v=0ycFt1_Ph58,0:01:20,0:02:30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q087,CS116,Chuẩn hóa đặc trưng (feature scaling) thường đưa dữ liệu về dạng phân bố nào?,Chuẩn hóa đặc trưng thường đưa dữ liệu về dạng phân bố chuẩn (Standard Normal Distribution).,Chuẩn hóa đặc trưng,definition,medium,,4,7bb6IFBgtfw,https://www.youtube.com/watch?v=7bb6IFBgtfw,0:06:43,0:07:14,3,pIuM6XnJjD4,https://www.youtube.com/watch?v=pIuM6XnJjD4,0:07:20,0:08:15,3,m2XJJvGxll8,https://www.youtube.com/watch?v=m2XJJvGxll8,0:12:41,0:13:32,3,ZMtZ2jeujIU,https://www.youtube.com/watch?v=ZMtZ2jeujIU,0:00:14,0:01:29,2,,,,,,,,,,,,,,,,,,,,,
q088,CS116,Mục đích của việc triển khai ứng dụng hoặc mô hình máy học dưới dạng API là gì?,"Triển khai dạng API giúp tạo ra các dịch vụ web độc lập, cho phép bên thứ ba, các hệ thống khác hoặc người dùng cuối dễ dàng tích hợp và tái sử dụng mô hình.",Triển khai mô hình bằng API,application,medium,,7,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:00:00,0:00:53,3,CHywALVycG4,https://www.youtube.com/watch?v=CHywALVycG4,0:00:54,0:01:53,3,Lqxy5wcEi9I,https://www.youtube.com/watch?v=Lqxy5wcEi9I,0:02:16,0:03:12,3,KJJ6eFW1nV0,https://www.youtube.com/watch?v=KJJ6eFW1nV0,0:07:30,0:09:42,2,zpcI-PT_MjE,https://www.youtube.com/watch?v=zpcI-PT_MjE,0:15:00,0:16:04,1,DoXWiAg6UAA,https://www.youtube.com/watch?v=DoXWiAg6UAA,0:04:44,0:05:40,3,fHQuBYhg_pA,https://www.youtube.com/watch?v=fHQuBYhg_pA,0:00:00,0:00:45,2,,,,,,
q089,CS116,FastAPI sở hữu những ưu điểm vượt trội nào so với Flask khi xây dựng API bằng Python?,"FastAPI cung cấp hiệu năng cực kỳ cao, hỗ trợ lập trình bất đồng bộ (async/await) và khả năng xử lý đồng thời lượng lớn truy cập hiệu quả hơn Flask.",FastAPI,comparison,easy,,1,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:00:53,0:01:32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q090,CS116,"Khi xây dựng một API bằng FastAPI để triển khai mô hình học máy, các endpoint thường thực hiện nhiệm vụ gì?","Service sẽ nhận các đặc trưng đầu vào (input features) từ request, đưa qua mô hình đã được huấn luyện trước (ví dụ: file .joblib/.pickle), và trả về kết quả dự đoán.",FastAPI,application,medium,,4,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:01:40,0:02:59,3,pWrRBwgKqPQ,https://www.youtube.com/watch?v=pWrRBwgKqPQ,0:06:35,0:07:28,3,wBAm3lczqXs,https://www.youtube.com/watch?v=wBAm3lczqXs,0:11:26,0:12:09,1,zpcI-PT_MjE,https://www.youtube.com/watch?v=zpcI-PT_MjE,0:15:00,0:16:04,3,,,,,,,,,,,,,,,,,,,,,
q091,CS116,Môi trường Conda để triển khai và chạy thử ứng dụng FastAPI cần được thiết lập như thế nào?,"Cần tạo môi trường Conda với Python 3.9, sau đó cài đặt các gói FastAPI, Uvicorn cùng các thư viện liên quan như scikit-learn để chạy mô hình.",Môi trường FastAPI,application,easy,,3,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:03:06,0:05:28,3,pWrRBwgKqPQ,https://www.youtube.com/watch?v=pWrRBwgKqPQ,0:08:14,0:09:31,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:06:31,0:07:22,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q092,CS116,"Khi triển khai một ứng dụng FastAPI bằng Uvicorn, cú pháp dòng lệnh yêu cầu cung cấp những thành phần nào?",Lệnh khởi chạy cần chỉ định tên file Python chứa ứng dụng (không có đuôi .py) và tên biến đối tượng FastAPI được khởi tạo bên trong file đó (thường là 'app').,Chạy FastAPI,mechanism,medium,,1,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:06:35,0:07:43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q093,CS116,Tại sao phương thức GET lại thuận tiện hơn POST khi cần thử nghiệm nhanh API từ trình duyệt?,"Phương thức GET cho phép truyền tham số trực tiếp qua query parameters trên URL của trình duyệt để kiểm tra kết quả ngay lập tức, tránh việc phải dùng các công cụ chuyên dụng như Postman.",Test FastAPI,application,medium,,1,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:07:43,0:08:53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q094,CS116,FastAPI được tối ưu như thế nào để mang lại tốc độ thực thi cao và khả năng phục vụ lượng truy cập lớn?,"FastAPI được thiết kế tối ưu trên nền tảng hỗ trợ lập trình bất đồng bộ (async), cho phép chạy với tốc độ cực nhanh và đáp ứng nhiều kết nối đồng thời.",FastAPI,definition,easy,,1,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:01:09,0:01:32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q095,CS116,Tại sao file code triển khai API dự đoán không cần thực hiện lại bước huấn luyện mô hình?,"Vì mô hình đã được huấn luyện từ trước và lưu dưới dạng file (như joblib hoặc pickle), khi API chạy chỉ cần load file này lên để thực hiện dự đoán trực tiếp.",Triển khai mô hình bằng API,mechanism,medium,,4,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:03:06,0:03:43,3,pWrRBwgKqPQ,https://www.youtube.com/watch?v=pWrRBwgKqPQ,0:06:35,0:07:28,3,aevGbPj9y6k,https://www.youtube.com/watch?v=aevGbPj9y6k,0:00:56,0:02:02,3,it7jk54r_N8,https://www.youtube.com/watch?v=it7jk54r_N8,0:03:12,0:03:56,1,,,,,,,,,,,,,,,,,,,,,
q096,CS116,"Khi sử dụng code sinh tự động để load mô hình máy học trong API, cần lưu ý điều chỉnh gì để tránh lỗi?",Cần kiểm tra kỹ dòng lệnh load mô hình để sử dụng đúng thư viện tương ứng (ví dụ dùng joblib hoặc pickle) phù hợp với định dạng file model đã lưu thực tế.,Triển khai mô hình bằng API,mechanism,medium,,5,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:06:08,0:06:41,3,pWrRBwgKqPQ,https://www.youtube.com/watch?v=pWrRBwgKqPQ,0:08:14,0:09:31,3,it7jk54r_N8,https://www.youtube.com/watch?v=it7jk54r_N8,0:03:12,0:03:56,1,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:04:29,0:05:06,1,v3ArDvxkL-U,https://www.youtube.com/watch?v=v3ArDvxkL-U,0:02:47,0:03:49,2,,,,,,,,,,,,,,,,
q097,CS116,Làm thế nào để truyền các tham số đầu vào khi chạy thử nghiệm endpoint predict của FastAPI trên trình duyệt?,Có thể truyền trực tiếp các tham số dưới dạng query parameters ngay trên thanh địa chỉ URL của trình duyệt (ví dụ: ?size=...&weight=...).,Test FastAPI,application,easy,,1,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:09:00,0:09:45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q098,CS116,Kết quả trả về từ một endpoint API RESTful tiêu chuẩn thường được biểu diễn bằng định dạng dữ liệu nào?,"API RESTful thường trả về định dạng JSON, chứa các trường giá trị dự đoán và siêu dữ liệu liên quan.",Test FastAPI,application,easy,,3,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:09:43,0:10:08,3,40kpU65MMoI,https://www.youtube.com/watch?v=40kpU65MMoI,0:14:51,0:16:03,3,cPenwbVXQGM,https://www.youtube.com/watch?v=cPenwbVXQGM,0:01:08,0:02:13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q099,CS116,"Khi thực hiện phép nhân ma trận, điều kiện nào cần phải thỏa mãn giữa hai ma trận?",Số cột của ma trận A phải trùng với số dòng của ma trận B.,Điều kiện nhân ma trận,mechanism,medium,,4,0ozeUUS9DzQ,https://www.youtube.com/watch?v=0ozeUUS9DzQ,0:06:04,0:06:54,3,qPQT04u0kCs,https://www.youtube.com/watch?v=qPQT04u0kCs,0:04:18,0:05:25,3,_HLKpylxwMw,https://www.youtube.com/watch?v=_HLKpylxwMw,0:12:07,0:13:00,3,my3qRjVJ7VM,https://www.youtube.com/watch?v=my3qRjVJ7VM,0:04:31,0:05:32,2,,,,,,,,,,,,,,,,,,,,,
q100,CS116,"Trong lập trình hướng đối tượng, thuộc tính của một lớp là gì?",Thuộc tính của một lớp là các giá trị mà mỗi thực thể của lớp đó có thể chứa.,Lập trình hướng đối tượng,definition,easy,,2,0ycFt1_Ph58,https://www.youtube.com/watch?v=0ycFt1_Ph58,0:03:09,0:05:12,3,zTEi9Q92mdg,https://www.youtube.com/watch?v=zTEi9Q92mdg,0:05:24,0:06:28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q101,CS116,"Trong Python, có bao nhiêu cấu trúc dữ liệu phổ biến và chúng là gì?","Có 4 cấu trúc dữ liệu phổ biến trong Python: list, tuple, set và dictionary.",Cấu trúc dữ liệu trong Python,definition,easy,,2,1a7AxTRLrlQ,https://www.youtube.com/watch?v=1a7AxTRLrlQ,0:05:17,0:07:10,3,TqORZBSitQU,https://www.youtube.com/watch?v=TqORZBSitQU,0:06:41,0:07:46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q102,CS116,Tại sao việc chia dữ liệu thành tập Train và tập Validation là quan trọng trong huấn luyện mô hình?,"Chia dữ liệu thành tập Train và tập Validation giúp đảm bảo rằng mô hình được huấn luyện trên một phần dữ liệu và được kiểm tra trên phần dữ liệu khác, từ đó đánh giá được khả năng tổng quát của mô hình.",Quy trình huấn luyện mô hình,mechanism,medium,,4,1XtVmBf5vGA,https://www.youtube.com/watch?v=1XtVmBf5vGA,0:03:51,0:04:34,3,ZO3SVFww3ZQ,https://www.youtube.com/watch?v=ZO3SVFww3ZQ,0:10:38,0:11:29,3,UPHRxByLZnU,https://www.youtube.com/watch?v=UPHRxByLZnU,0:02:42,0:03:48,1,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:13:58,0:14:43,2,,,,,,,,,,,,,,,,,,,,,
q103,CS116,Tại sao việc lưu mô hình sau khi huấn luyện lại quan trọng?,"Việc lưu mô hình sau khi huấn luyện rất quan trọng vì nó cho phép tái sử dụng mô hình mà không cần huấn luyện lại từ đầu, giúp tiết kiệm thời gian và tài nguyên tính toán. Hơn nữa, mô hình đã lưu có thể được triển khai trong các ứng dụng thực tế để dự đoán trên dữ liệu mới.",Lưu trữ mô hình học máy,definition,Trung bình,,4,2AfXTKxyUd8,https://www.youtube.com/watch?v=2AfXTKxyUd8,0:04:55,0:06:29,3,kuDPIIsl2_8,https://www.youtube.com/watch?v=kuDPIIsl2_8,0:01:39,0:02:33,3,it7jk54r_N8,https://www.youtube.com/watch?v=it7jk54r_N8,0:03:12,0:03:56,1,KJJ6eFW1nV0,https://www.youtube.com/watch?v=KJJ6eFW1nV0,0:07:30,0:09:42,1,,,,,,,,,,,,,,,,,,,,,
q104,CS116,Lợi ích của việc lưu trữ điểm trung bình thay vì giá trị gốc trong việc giảm chiều dữ liệu là gì?,"Lưu trữ điểm trung bình giúp giảm chiều dữ liệu, đạt hiệu quả giảm khoảng 25%.",Lưu trữ dữ liệu,application,trung bình,,5,5Hr7WDN8QKI,https://www.youtube.com/watch?v=5Hr7WDN8QKI,0:08:12,0:09:02,3,wBAm3lczqXs,https://www.youtube.com/watch?v=wBAm3lczqXs,0:10:09,0:11:02,3,m2XJJvGxll8,https://www.youtube.com/watch?v=m2XJJvGxll8,0:08:15,0:09:12,3,ANx3DPwHEGI,https://www.youtube.com/watch?v=ANx3DPwHEGI,0:01:56,0:12:40,1,PXfS6tZJIOI,https://www.youtube.com/watch?v=PXfS6tZJIOI,0:07:51,0:08:54,2,,,,,,,,,,,,,,,,
q105,CS116,Tại sao việc giữ cho cả bias và variance ở mức thấp lại quan trọng khi huấn luyện mô hình?,Giữ cho cả bias và variance ở mức thấp giúp mô hình khớp tốt với dữ liệu và đảm bảo khả năng tổng quát cao khi dự đoán trên dữ liệu chưa thấy.,Bias và Variance,comparison,Medium,,4,73-FbhDr_Po,https://www.youtube.com/watch?v=73-FbhDr_Po,0:06:16,0:07:10,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:17:57,0:18:45,3,gSbV7SypJa4,https://www.youtube.com/watch?v=gSbV7SypJa4,0:05:03,0:05:52,1,8b8OKHIktqI,https://www.youtube.com/watch?v=8b8OKHIktqI,0:12:32,0:13:47,2,,,,,,,,,,,,,,,,,,,,,
q106,CS116,Tại sao chuẩn hóa đặc trưng đầu vào lại quan trọng trong mô hình máy học?,"Chuẩn hóa đặc trưng đầu vào giúp mô hình dự đoán chính xác hơn bằng cách đảm bảo dữ liệu đầu vào có dạng số và phân bố chuẩn, từ đó cải thiện hiệu suất của mô hình.",Chuẩn hóa đặc trưng trong máy học,mechanism,medium,,3,7bb6IFBgtfw,https://www.youtube.com/watch?v=7bb6IFBgtfw,0:06:35,0:07:27,3,DoXWiAg6UAA,https://www.youtube.com/watch?v=DoXWiAg6UAA,0:03:55,0:04:50,3,wBAm3lczqXs,https://www.youtube.com/watch?v=wBAm3lczqXs,0:10:09,0:11:02,3,,,,,,,,,,,,,,,,,,,,,,,,,,
q107,CS116,Mạng nơ-ron đa lớp là gì và nó được sử dụng trong lĩnh vực nào?,"Mạng nơ-ron đa lớp là một loại mô hình phân loại trong học máy, được sử dụng để xử lý dữ liệu phi tuyến.",Mạng nơ-ron đa lớp,definition,medium,,4,7w5EiDHtIII,https://www.youtube.com/watch?v=7w5EiDHtIII,0:05:28,0:06:30,3,Wi3K4XkzqTA,https://www.youtube.com/watch?v=Wi3K4XkzqTA,0:01:01,0:01:52,3,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:15:50,0:16:40,3,vqDSl2cle2o,https://www.youtube.com/watch?v=vqDSl2cle2o,0:23:42,0:25:11,2,,,,,,,,,,,,,,,,,,,,,
q108,CS116,Tại sao kỹ thuật Averaging thường được áp dụng cho bài toán hồi quy mà không phải cho bài toán phân lớp?,"Kỹ thuật Averaging thường được áp dụng cho bài toán hồi quy vì nó tạo ra những giá trị trung bình mà không chắc chắn nằm trong tập dữ liệu, điều này không phù hợp với bài toán phân lớp.",Kỹ thuật Averaging trong học máy,application,medium,,2,7yfomH4cNXI,https://www.youtube.com/watch?v=7yfomH4cNXI,0:04:09,0:04:39,3,lIePeARVnH0,https://www.youtube.com/watch?v=lIePeARVnH0,0:10:03,0:10:52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q109,CS116,MSE trong hồi quy tuyến tính được định nghĩa như thế nào?,MSE là bình phương của hiệu giữa giá trị thực tế và giá trị dự đoán.,Hàm độ lỗi trong hồi quy tuyến tính,definition,medium,,4,A6vU3I4CK6U,https://www.youtube.com/watch?v=A6vU3I4CK6U,0:04:50,0:05:34,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:17:39,0:18:40,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:04:08,0:05:05,3,oxjqoqQ79O4,https://www.youtube.com/watch?v=oxjqoqQ79O4,0:10:55,0:11:40,1,,,,,,,,,,,,,,,,,,,,,
q110,CS116,Xử lý dữ liệu trên thiết bị biên có ưu điểm gì?,"Một trong những ưu điểm là dữ liệu không cần phải chuyển ra khỏi máy trạm, giúp giảm thiểu khả năng mất dữ liệu.",Ưu điểm của xử lý dữ liệu trên thiết bị biên,definition,medium,,4,aevGbPj9y6k,https://www.youtube.com/watch?v=aevGbPj9y6k,0:04:01,0:04:52,3,kuDPIIsl2_8,https://www.youtube.com/watch?v=kuDPIIsl2_8,0:01:39,0:02:33,1,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:04:30,0:05:21,1,KJJ6eFW1nV0,https://www.youtube.com/watch?v=KJJ6eFW1nV0,0:06:49,0:07:33,2,,,,,,,,,,,,,,,,,,,,,
q111,CS116,Histogram là gì và nó liên quan đến phân bố dữ liệu như thế nào?,"Histogram là một biểu đồ thể hiện phân bố dữ liệu dưới dạng cột, cho thấy tần suất xuất hiện của các giá trị trong một khoảng nhất định.",Histogram và phân bố dữ liệu,definition,medium,,5,ANx3DPwHEGI,https://www.youtube.com/watch?v=ANx3DPwHEGI,0:06:16,0:06:54,3,7bb6IFBgtfw,https://www.youtube.com/watch?v=7bb6IFBgtfw,0:12:25,0:13:27,3,oZa-m3pb1SQ,https://www.youtube.com/watch?v=oZa-m3pb1SQ,0:00:50,0:01:44,3,lIePeARVnH0,https://www.youtube.com/watch?v=lIePeARVnH0,0:07:07,0:08:00,1,pIuM6XnJjD4,https://www.youtube.com/watch?v=pIuM6XnJjD4,0:06:42,0:07:31,1,,,,,,,,,,,,,,,,
q112,CS116,Hàm subplot trong Matplotlib có tác dụng gì?,"Hàm subplot giúp chia màn hình vẽ thành nhiều vùng nhỏ hơn, cho phép vẽ nhiều loại biểu đồ trên cùng một hình ảnh.",Hàm subplot trong Matplotlib,definition,easy,,1,Apb2REK9UqA,https://www.youtube.com/watch?v=Apb2REK9UqA,0:01:14,0:02:15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q113,CS116,Hàm np.linspace trong NumPy có chức năng gì?,Hàm np.linspace được dùng để tạo ra một mảng các số phân bố đều trong một khoảng nhất định.,Hàm np.linspace,definition,easy,,2,B1LCA6nxyCs,https://www.youtube.com/watch?v=B1LCA6nxyCs,0:08:57,0:10:09,3,8a4DWVmabDg,https://www.youtube.com/watch?v=8a4DWVmabDg,0:12:53,0:14:20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
